EIN,NAME,COND,soi.year,DBA_NAME,GRP_RET_FOR_AFFLTS,GRP_EXMPT_NUM,ISSR_EIN_A,ISSR_EIN_B,ISSR_EIN_C,ISSR_EIN_D
391715286,GREEN BAY COUNTRY CLUB INC,NA,2011,NA,N,NA,NA,NA,NA,NA
391715286,GREEN BAY COUNTRY CLUB INC,NA,2012,NA,N,NA,NA,NA,NA,NA
391723191,WISCONSIN ENERGY CORP UNION RETIREE MEDICAL BENEFIT TR,NA,2008,NA,N,NA,NA,NA,NA,NA
391723191,WISCONSIN ENERGY CORPORATION,NA,2010,UNION RETIREE MEDICAL BENEFITS TRUST,N,NA,NA,NA,NA,NA
391723191,WISCONSIN ENERGY CORPORATION,NA,2012,UNION RETIREE MEDICAL BENEFITS TRUST,N,NA,NA,NA,NA,NA
391723191,WISCONSIN ENERGY CORPORATION UNION RETIREE MEDICAL BENEFITS,NA,2011,NA,N,NA,NA,NA,NA,NA
391723191,WISCONSIN GAS CO RETIREE WELFARE BENEFIT TR NON-UNION,NA,2009,NA,N,NA,NA,NA,NA,NA
391729857,MADISON GAS & ELECTRIC COMPANY HEALTH BENEFIT TRUST,NA,2012,NA,N,NA,NA,NA,NA,NA
391743973,WI STATE PUBLIC DEFENDER ASSOCIATION AFT-WI LOCAL 4822,NA,2011,NA,NA,787,NA,NA,NA,NA
391743973,WISCONSIN STATE PUBLIC DEFENDER ASSOC AFT-WI LOCAL 4822,NA,2010,NA,NA,787,NA,NA,NA,NA
391744492,INTERNATIONAL ASSOC OF FIRE FIGHTERS A0047 PROF FIRE FIGHTER,NA,2008,NA,N,NA,NA,NA,NA,NA
391744492,INTERNATIONAL ASSOC OF FIRE FIGHTERS A0047 PROF FIRE FIGHTER,NA,2009,NA,N,NA,NA,NA,NA,NA
391744492,INTERNATIONAL ASSOC OF FIRE FIGHTERS A0047 PROF FIRE FIGHTER,NA,2010,NA,N,NA,NA,NA,NA,NA
391744492,INTERNATIONAL ASSOC OF FIRE FIGHTERS A0047 PROF FIRE FIGHTER,NA,2011,NA,N,NA,NA,NA,NA,NA
391744492,INTERNATIONAL ASSOC OF FIRE FIGHTERS A0047 PROF FIRE FIGHTER,NA,2012,NA,N,NA,NA,NA,NA,NA
391762891,SOUTHWESTERN WIS DETACH MARINE CORPS LEA,NA,2008,NA,N,NA,NA,NA,NA,NA
391762891,SOUTHWESTERN WIS DETACH MARINE CORPS LEA,NA,2009,NA,N,NA,NA,NA,NA,NA
391762891,SOUTHWESTERN WIS DETACH MARINE CORPS LEA,NA,2010,NA,N,NA,NA,NA,NA,NA
391762891,SOUTHWESTERN WIS DETACH MARINE CORPS LEA,NA,2011,NA,N,NA,NA,NA,NA,NA
391762891,SOUTHWESTERN WIS DETACH MARINE CORPS LEA MARINE CORPS LEAGUE,NA,2012,NA,N,NA,NA,NA,NA,NA
391776485,NML POST-RETIREMENT HEALTH CARE BENEFITS TR-COLLECTIVE,NA,2009,NA,N,NA,NA,NA,NA,NA
391776485,NML POST-RETIREMENT HEALTH CARE BENEFITS TR-COLLECTIVE,NA,2010,NA,N,NA,NA,NA,NA,NA
391776485,NML POST-RETIREMENT HEALTH CARE BENEFITS TR-COLLECTIVE,NA,2011,NA,N,NA,NA,NA,NA,NA
391776485,NML POST-RETIREMENT HEALTH CARE BENEFITS TR-COLLECTIVE,NA,2012,NA,N,NA,NA,NA,NA,NA
391779056,LANDS END INC EMPLOYEE BENEFITS TRUST,NA,2008,NA,N,NA,NA,NA,NA,NA
391779056,LANDS END INC EMPLOYEE BENEFITS TRUST,NA,2009,NA,N,NA,NA,NA,NA,NA
391779056,LANDS END INC EMPLOYEE BENEFITS TRUST,NA,2010,NA,N,NA,NA,NA,NA,NA
391799630,GREATER LADYSMITH AREA CHAMBER OF COMMERCE,NA,2008,NA,N,NA,NA,NA,NA,NA
391799630,GREATER LADYSMITH AREA CHAMBER OF COMMERCE,NA,2009,NA,N,NA,NA,NA,NA,NA
391799630,GREATER LADYSMITH AREA CHAMBER OF COMMERCE,NA,2010,NA,N,NA,NA,NA,NA,NA
391799630,GREATER LADYSMITH AREA CHAMBER OF COMMERCE,NA,2011,NA,N,NA,NA,NA,NA,NA
391799630,GREATER LADYSMITH AREA CHAMBER OF COMMERCE,NA,2012,NA,N,NA,NA,NA,NA,NA
391805782,WISCONSIN CLUB INC,NA,2010,NA,N,NA,NA,NA,NA,NA
391805782,WISCONSIN CLUB INC,NA,2011,NA,N,NA,NA,NA,NA,NA
391805782,WISCONSIN CLUB INC,NA,2012,NA,N,NA,NA,NA,NA,NA
391807071,Gundersen Lutheran Health Plan Inc,NA,2008,NA,N,NA,NA,NA,NA,NA
391807071,Gundersen Lutheran Health Plan Inc,NA,2009,NA,N,NA,NA,NA,NA,NA
391807071,Gundersen Lutheran Health Plan Inc,NA,2012,NA,N,NA,NA,NA,NA,NA
391807071,GUNDERSEN LUTHERAN HEALTH PLAN INC,NA,2010,NA,N,NA,NA,NA,NA,NA
391807071,GUNDERSEN LUTHERAN HEALTH PLAN INC,NA,2011,NA,N,NA,NA,NA,NA,NA
391817867,Regional Business Fund Inc,NA,2009,NA,N,NA,NA,NA,NA,NA
391817867,REGIONAL BUSINESS FUND INC,NA,2008,NA,N,NA,NA,NA,NA,NA
391817867,REGIONAL BUSINESS FUND INC,NA,2010,NA,N,NA,NA,NA,NA,NA
391817867,REGIONAL BUSINESS FUND INC,NA,2011,NA,N,NA,NA,NA,NA,NA
391817867,REGIONAL BUSINESS FUND INC,NA,2012,NA,N,NA,NA,NA,NA,NA
391856935,LOCAL 434 HEALTH & WELFARE FUND,NA,2008,NA,N,NA,NA,NA,NA,NA
391856935,LOCAL 434 HEALTH & WELFARE FUND,NA,2009,NA,N,NA,NA,NA,NA,NA
391856935,LOCAL 434 HEALTH & WELFARE FUND,NA,2010,NA,N,NA,NA,NA,NA,NA
391856935,LOCAL 434 HEALTH & WELFARE FUND,NA,2011,NA,N,NA,NA,NA,NA,NA
391856935,LOCAL 434 HEALTH & WELFARE FUND,NA,2012,NA,N,NA,NA,NA,NA,NA
391869303,S C JOHNSON & SON INC RETIREE MEDICAL SAVINGS ACCOUNT TRUST,NA,2008,NA,N,NA,NA,NA,NA,NA
391869303,SC Johnson & Son Inc Retiree Health Care Plan,NA,2009,NA,N,NA,NA,NA,NA,NA
391869303,SC JOHNSON & SON INC RETIREE HEALTH CARE PLAN,NA,2010,NA,N,NA,NA,NA,NA,NA
391869303,SC JOHNSON & SON INC RETIREE HEALTH CARE PLAN,NA,2011,NA,N,NA,NA,NA,NA,NA
391869303,SC JOHNSON & SON INC RETIREE HEALTH CARE PLAN,NA,2012,NA,N,NA,NA,NA,NA,NA
391932533,PLUMBERS AND STEAMFITTERS LOCAL 400 AND MCA N CENTRAL WI HEA,NA,2008,NA,N,NA,NA,NA,NA,NA
391932533,PLUMBERS AND STEAMFITTERS LOCAL 400 AND MCA N CENTRAL WI HEA,NA,2009,NA,N,NA,NA,NA,NA,NA
391932533,PLUMBERS AND STEAMFITTERS LOCAL 400 AND MCA N CENTRAL WI HEA,NA,2010,NA,N,NA,NA,NA,NA,NA
391932533,PLUMBERS AND STEAMFITTERS LOCAL 400 AND MCA N CENTRAL WI HEA,NA,2011,NA,N,NA,NA,NA,NA,NA
391932533,PLUMBERS AND STEAMFITTERS LOCAL 400 AND MCA N CENTRAL WI HEA,NA,2012,NA,N,NA,NA,NA,NA,NA
391946697,Bikes Belong Coalition LTD,NA,2009,NA,N,NA,NA,NA,NA,NA
391946697,BIKES BELONG COALITION LTD,NA,2010,NA,N,NA,NA,NA,NA,NA
391946697,BIKES BELONG COALITION LTD,NA,2011,NA,N,NA,NA,NA,NA,NA
391946697,BIKES BELONG COALITION LTD,NA,2012,NA,N,NA,NA,NA,NA,NA
391994550,DIVERSEY INC RETIREE MEDICAL SAVINGS ACCOUNT TRUST,NA,2010,NA,N,NA,NA,NA,NA,NA
392005659,Pabst Retiree Health and Welfare Trust,NA,2009,NA,N,NA,NA,NA,NA,NA
392005659,Pabst Retiree Health and Welfare Trust,NA,2010,NA,N,NA,NA,NA,NA,NA
392005659,PABST RETIREE HEALTH AND WELFARE TRUST,NA,2008,NA,N,NA,NA,NA,NA,NA
392025556,Plant & Facilities Maintenance Association Inc,NA,2008,NA,N,NA,NA,NA,NA,NA
392046767,GREAT PLAINS ENERGY INCORPORATED MANAGEMENT HEALTH & WELFARE,NA,2008,NA,N,NA,NA,NA,NA,NA
392046767,GREAT PLAINS ENERGY INCORPORATED MANAGEMENT HEALTH & WELFARE,NA,2009,NA,N,NA,NA,NA,NA,NA
392046767,GREAT PLAINS ENERGY INCORPORATED MANAGEMENT HEALTH & WELFARE,NA,2010,NA,N,NA,NA,NA,NA,NA
392046767,GREAT PLAINS ENERGY INCORPORATED MANAGEMENT HEALTH & WELFARE,NA,2011,NA,N,NA,NA,NA,NA,NA
392046767,GREAT PLAINS ENERGY INCORPORATED MANAGEMENT HEALTH & WELFARE,NA,2012,NA,N,NA,NA,NA,NA,NA
392056615,SOLUTIA INC,NA,2008,NA,N,NA,NA,NA,NA,NA
392056615,SOLUTIA INC,NA,2009,NA,N,NA,NA,NA,NA,NA
392056615,SOLUTIA INC,NA,2010,NA,N,NA,NA,NA,NA,NA
392056615,SOLUTIA INC,NA,2011,NA,N,NA,NA,NA,NA,NA
392056615,SOLUTIA INC,NA,2012,NA,N,NA,NA,NA,NA,NA
396045202,PLUMBERS LOCAL 75 HEALTH FD,NA,2008,NA,N,NA,NA,NA,NA,NA
396045202,PLUMBERS LOCAL 75 HEALTH FUND,NA,2009,NA,N,NA,NA,NA,NA,NA
396045202,PLUMBERS LOCAL 75 HEALTH FUND,NA,2010,NA,N,NA,NA,NA,NA,NA
396045202,PLUMBERS LOCAL 75 HEALTH FUND,NA,2011,NA,N,NA,NA,NA,NA,NA
396045202,PLUMBERS LOCAL 75 HEALTH FUND,NA,2012,NA,N,NA,NA,NA,NA,NA
396046679,MADISON AREA CONSTRUCTION EMPLOYEES TRUST - HEALTH & WELFARE,NA,2012,NA,N,NA,NA,NA,NA,NA
396046679,MADISON AREA CONSTRUCTION EMPLOYEES TRUST H&W,NA,2009,NA,N,NA,NA,NA,NA,NA
396046679,MADISON AREA CONSTRUCTION EMPLOYEES TRUST H&W,NA,2010,NA,N,NA,NA,NA,NA,NA
396046679,MADISON AREA CONSTRUCTION EMPLOYEES TRUST H&W,NA,2011,NA,N,NA,NA,NA,NA,NA
396046679,MADISON AREA CONSTRUCTION EMPLOYEES TRUST-HEALTH & WELFARE,NA,2008,NA,N,NA,NA,NA,NA,NA
396048358,MILWAUKEE DRIVERS HEALTH AND WELFARE TRUST FUND,NA,2008,NA,N,NA,NA,NA,NA,NA
396048358,MILWAUKEE DRIVERS HEALTH AND WELFARE TRUST FUND,NA,2009,NA,N,NA,NA,NA,NA,NA
396048358,MILWAUKEE DRIVERS HEALTH AND WELFARE TRUST FUND,NA,2010,NA,N,NA,NA,NA,NA,NA
396048358,MILWAUKEE DRIVERS HEALTH AND WELFARE TRUST FUND,NA,2011,NA,N,NA,NA,NA,NA,NA
396048358,MILWAUKEE DRIVERS HEALTH AND WELFARE TRUST FUND,NA,2012,NA,N,NA,NA,NA,NA,NA
396062692,Southern WI & Northern IL Fire Rescue Assoc Death Ben Plan I,NA,2009,NA,N,NA,NA,NA,NA,NA
396062692,SOUTHERN WISCONSIN AND NORTHERN ILLINOIS FIRE/RESCUE ASSOCIA,NA,2010,NA,N,NA,NA,NA,NA,NA
396062692,SOUTHERN WISCONSIN AND NORTHERN ILLINOIS FIRE/RESCUE ASSOCIA,NA,2011,NA,N,NA,NA,NA,NA,NA
396062692,SOUTHERN WISCONSIN AND NORTHERN ILLINOIS FIRE/RESCUE ASSOCIA,NA,2012,NA,N,NA,NA,NA,NA,NA
396063342,WISCONSIN HEALTH FUND,NA,2008,NA,N,NA,NA,NA,NA,NA
396063342,WISCONSIN HEALTH FUND,NA,2009,NA,N,NA,NA,NA,NA,NA
396063342,WISCONSIN HEALTH FUND,NA,2010,NA,N,NA,NA,NA,NA,NA
396063342,WISCONSIN HEALTH FUND,NA,2011,NA,N,NA,NA,NA,NA,NA
396063342,WISCONSIN HEALTH FUND,NA,2012,NA,N,NA,NA,NA,NA,NA
396067918,Chamco Inc,NA,2008,NA,N,NA,NA,NA,NA,NA
396068934,CEDARBURG FIRE DEPTARTMENT INC,NA,2009,NA,N,NA,NA,NA,NA,NA
396068934,CEDARBURG FIRE DEPTARTMENT INC,NA,2010,NA,N,NA,NA,NA,NA,NA
396068934,CEDARBURG FIRE DEPTARTMENT INC,NA,2012,NA,N,NA,NA,NA,NA,NA
396069788,NORTH CENTRAL STATES REGIONAL COUNCIL OF CARPENTERS' HEALTH,NA,2008,NA,N,NA,NA,NA,NA,NA
396069788,NORTH CENTRAL STATES REGIONAL COUNCIL OF CARPENTERS' HEALTH,NA,2009,NA,N,NA,NA,NA,NA,NA
396069788,NORTH CENTRAL STATES REGIONAL COUNCIL OF CARPENTERS' HEALTH,NA,2010,NA,N,NA,NA,NA,NA,NA
396069788,NORTH CENTRAL STATES REGIONAL COUNCIL OF CARPENTERS' HEALTH,NA,2011,NA,N,NA,NA,NA,NA,NA
396069788,NORTH CENTRAL STATES REGIONAL COUNCIL OF CARPENTERS' HEALTH,NA,2012,NA,N,NA,NA,NA,NA,NA
396077343,NATL EXCHANGE CLUB OF FOND DU LAC,NA,2010,NA,N,1097,NA,NA,NA,NA
396077343,NATL EXCHANGE CLUB OF FOND DU LAC,NA,2011,NA,N,1097,NA,NA,NA,NA
396077343,NATL EXCHANGE CLUB OF FOND DU LAC,NA,2012,NA,N,1097,NA,NA,NA,NA
396084300,WISCONSIN WORKER'S COMPENSATION INSURANCE POOL,NA,2010,NA,N,NA,NA,NA,NA,NA
396084300,WISCONSIN WORKER'S COMPENSATION INSURANCE POOL,NA,2011,NA,N,NA,NA,NA,NA,NA
396084300,WISCONSIN WORKERS COMPENSATION INSURANCE POOL,NA,2008,NA,N,NA,NA,NA,NA,NA
396084300,WISCONSIN WORKERS COMPENSATION INSURANCE POOL,NA,2009,NA,N,NA,NA,NA,NA,NA
396084300,WISCONSIN WORKERS COMPENSATION INSURANCE POOL,NA,2012,NA,N,NA,NA,NA,NA,NA
396088478,FIRE FIGHTERS RELIEF ASSN OF THE CITY OF MILWAUKEE,NA,2008,NA,N,NA,NA,NA,NA,NA
396088478,FIRE FIGHTERS RELIEF ASSN OF THE CITY OF MILWAUKEE,NA,2009,NA,N,NA,NA,NA,NA,NA
396088478,FIRE FIGHTERS RELIEF ASSN OF THE CITY OF MILWAUKEE,NA,2010,NA,N,NA,NA,NA,NA,NA
396088478,FIRE FIGHTERS RELIEF ASSN OF THE CITY OF MILWAUKEE,NA,2011,NA,N,NA,NA,NA,NA,NA
396088478,FIRE FIGHTERS RELIEF ASSN OF THE CITY OF MILWAUKEE,NA,2012,NA,N,NA,NA,NA,NA,NA
396094742,Delta Dental of Wisconsin Inc,NA,2008,NA,N,NA,NA,NA,NA,NA
396094742,DELTA DENTAL OF WISCONSIN INC,NA,2009,NA,N,NA,NA,NA,NA,NA
396094742,DELTA DENTAL OF WISCONSIN INC,NA,2010,NA,N,NA,NA,NA,NA,NA
396094742,DELTA DENTAL OF WISCONSIN INC,NA,2011,NA,N,NA,NA,NA,NA,NA
396094742,DELTA DENTAL OF WISCONSIN INC,NA,2012,NA,N,NA,NA,NA,NA,NA
396095127,FOX VALLEY SHEET METAL HEALTH FUND,NA,2008,NA,N,NA,NA,NA,NA,NA
396095127,FOX VALLEY SHEET METAL HEALTH FUND,NA,2011,NA,N,NA,NA,NA,NA,NA
396095127,FOX VALLEY SHEET METAL HEALTH FUND,NA,2012,NA,N,NA,NA,NA,NA,NA
396095127,FOX VALLEY SHEET METAL HEALTH FUND C/O BENEFIT PLAN ADMINIST,NA,2010,NA,N,NA,NA,NA,NA,NA
396099808,INDEPENDENT EMPLOYEES UNION OF HILLSHIRE FARM CO INC,NA,2009,NA,N,NA,NA,NA,NA,NA
396099808,INDEPENDENT EMPLOYEES UNION OF HILLSHIRE FARM CO INC,NA,2010,NA,N,NA,NA,NA,NA,NA
396099808,INDEPENDENT EMPLOYEES UNION OF HILLSHIRE FARM CO INC,NA,2011,NA,N,NA,NA,NA,NA,NA
396099808,INDEPENDENT EMPLOYEES UNION OF HILLSHIRE FARM CO INC,NA,2012,NA,N,NA,NA,NA,NA,NA
396414307,M & I HEALTH RETIREE PROGRAM,NA,2008,NA,N,NA,NA,NA,NA,NA
396414307,M AND I HEALTH RETIREE PROGRAM,NA,2009,NA,N,NA,NA,NA,NA,NA
396414307,M AND I HEALTH RETIREE PROGRAM,NA,2010,NA,N,NA,NA,NA,NA,NA
396414307,M AND I HEALTH RETIREE PROGRAM,NA,2011,NA,N,NA,NA,NA,NA,NA
396414307,M AND I HEALTH RETIREE PROGRAM,NA,2012,NA,N,NA,NA,NA,NA,NA
396466384,ASSURANT INC EMPLOYEE BENEFITS TRUST,NA,2008,TRUST,N,NA,NA,NA,NA,NA
396466384,ASSURANT INC EMPLOYEE BENEFITS TRUST,NA,2009,NA,N,NA,NA,NA,NA,NA
396466391,SENTRY EMPLOYEE WELFARE BENEFITS TRUST,NA,2008,NA,N,NA,NA,NA,NA,NA
396466391,SENTRY EMPLOYEE WELFARE BENEFITS TRUST,NA,2009,NA,N,NA,NA,NA,NA,NA
396466391,SENTRY EMPLOYEE WELFARE BENEFITS TRUST,NA,2010,NA,N,NA,NA,NA,NA,NA
396491360,ALLIS CHALMERS RETIREES' VOLUNTARY BENEFITS PLAN,NA,2008,NA,N,NA,NA,NA,NA,NA
396491360,ALLIS CHALMERS RETIREES' VOLUNTARY BENEFITS PLAN COMMITTEE,NA,2009,NA,N,NA,NA,NA,NA,NA
396491360,ALLIS CHALMERS RETIREES' VOLUNTARY BENEFITS PLAN COMMITTEE,NA,2010,NA,N,NA,NA,NA,NA,NA
396491360,ALLIS CHALMERS RETIREES' VOLUNTARY BENEFITS PLAN COMMITTEE,NA,2011,NA,N,NA,NA,NA,NA,NA
396630218,Johnson Controls World Services Inc Retiree Benefits Trust,NA,2009,NA,N,NA,NA,NA,NA,NA
396630218,Johnson Controls World Services Inc Retiree Benefits Trust,NA,2010,NA,N,NA,NA,NA,NA,NA
396630218,Johnson Controls World Services Inc Retiree Benefits Trust,NA,2011,NA,N,NA,NA,NA,NA,NA
396630218,Johnson Controls World Services Inc Retiree Benefits Trust,NA,2012,NA,N,NA,NA,NA,NA,NA
410120807,UNITED FOOD AND COMMERCIAL WORKERS INTERNATIONAL UNION LOCAL,NA,2012,NA,N,278,NA,NA,NA,NA
410120807,UNITED FOOD AND COMMERCIAL WORKERS LOCAL NO 653,NA,2010,NA,N,NA,NA,NA,NA,NA
410120807,United Food and Commercial Workers No 653,NA,2009,NA,N,NA,NA,NA,NA,NA
410120807,United Food and Commercial Workers No 653,NA,2011,NA,N,278,NA,NA,NA,NA
410120807,UNITED FOOD AND COMMERCIAL WORKERS NO 653,NA,2008,NA,N,NA,NA,NA,NA,NA
410122284,AMERICAN REGISTRY OF RADIOLOGIC TECHNOLOGISTS,NA,2008,NA,N,NA,NA,NA,NA,NA
410122284,AMERICAN REGISTRY OF RADIOLOGIC TECHNOLOGISTS,NA,2009,NA,N,NA,NA,NA,NA,NA
410122284,AMERICAN REGISTRY OF RADIOLOGIC TECHNOLOGISTS,NA,2010,NA,N,NA,NA,NA,NA,NA
410122284,AMERICAN REGISTRY OF RADIOLOGIC TECHNOLOGISTS,NA,2011,NA,N,NA,NA,NA,NA,NA
410122284,AMERICAN REGISTRY OF RADIOLOGIC TECHNOLOGISTS,NA,2012,NA,N,NA,NA,NA,NA,NA
410132580,ASSOCIATED GENERAL CONTRACTORS OF MINNESOTA INC,NA,2008,NA,N,NA,NA,NA,NA,NA
410132580,ASSOCIATED GENERAL CONTRACTORS OF MINNESOTA INC,NA,2009,NA,N,NA,NA,NA,NA,NA
410132580,ASSOCIATED GENERAL CONTRACTORS OF MINNESOTA INC,NA,2010,NA,N,NA,NA,NA,NA,NA
410132580,ASSOCIATED GENERAL CONTRACTORS OF MINNESOTA INC,NA,2011,NA,N,NA,NA,NA,NA,NA
410132580,ASSOCIATED GENERAL CONTRACTORS OF MINNESOTA INC,NA,2012,NA,N,NA,NA,NA,NA,NA
410182070,CATHOLIC AID ASSOCIATION,NA,2008,NA,N,NA,NA,NA,NA,NA
410182070,CATHOLIC AID ASSOCIATION,NA,2009,NA,N,NA,NA,NA,NA,NA
410182070,CATHOLIC AID ASSOCIATION,NA,2010,NA,N,NA,NA,NA,NA,NA
410182070,CATHOLIC UNITED FINANCIAL,NA,2011,NA,N,263,NA,NA,NA,NA
410182070,CATHOLIC UNITED FINANCIAL,NA,2012,NA,N,263,NA,NA,NA,NA
410216310,DEGREE OF HONOR PROTECTIVE ASSOCIATION,NA,2008,NA,N,NA,NA,NA,NA,NA
410216310,DEGREE OF HONOR PROTECTIVE ASSOCIATION,NA,2009,NA,N,NA,NA,NA,NA,NA
410216310,DEGREE OF HONOR PROTECTIVE ASSOCIATION,NA,2010,NA,N,NA,NA,NA,NA,NA
410216310,DEGREE OF HONOR PROTECTIVE ASSOCIATION,NA,2011,NA,N,NA,NA,NA,NA,NA
410216310,DEGREE OF HONOR PROTECTIVE ASSOCIATION,NA,2012,NA,N,NA,NA,NA,NA,NA
410225925,NORTHERN COMMUNITIES CREDIT UNION,NA,2009,NA,N,NA,NA,NA,NA,NA
410225925,NORTHERN COMMUNTIES CREDIT UNION,NA,2008,NA,N,NA,NA,NA,NA,NA
410327400,INDEPENDENT COMMUNITY BANKERS OF AMERICA,NA,2008,NA,N,NA,NA,NA,NA,NA
410327400,INDEPENDENT COMMUNITY BANKERS OF AMERICA,NA,2009,NA,N,NA,NA,NA,NA,NA
410327400,INDEPENDENT COMMUNITY BANKERS OF AMERICA,NA,2010,NA,N,NA,NA,NA,NA,NA
410327400,INDEPENDENT COMMUNITY BANKERS OF AMERICA,NA,2011,NA,N,NA,NA,NA,NA,NA
410327400,INDEPENDENT COMMUNITY BANKERS OF AMERICA,NA,2012,NA,N,NA,NA,NA,NA,NA
410328845,INTERLACHEN COUNTRY CLUB,NA,2008,NA,N,NA,NA,NA,NA,NA
410328845,INTERLACHEN COUNTRY CLUB,NA,2009,NA,N,NA,NA,NA,NA,NA
410328845,INTERLACHEN COUNTRY CLUB,NA,2010,NA,N,NA,NA,NA,NA,NA
410328845,INTERLACHEN COUNTRY CLUB,NA,2011,NA,N,NA,NA,NA,NA,NA
410328845,INTERLACHEN COUNTRY CLUB,NA,2012,NA,N,NA,NA,NA,NA,NA
410329340,INTERNATIONAL UNION OF OPERATING ENGINEERS LOCAL 49,NA,2008,NA,N,NA,NA,NA,NA,NA
410329340,INTERNATIONAL UNION OF OPERATING ENGINEERS LOCAL 49,NA,2009,NA,N,NA,NA,NA,NA,NA
410329340,INTERNATIONAL UNION OF OPERATING ENGINEERS LOCAL 49,NA,2010,NA,N,NA,NA,NA,NA,NA
410329340,INTERNATIONAL UNION OF OPERATING ENGINEERS LOCAL 49,NA,2011,NA,N,NA,NA,NA,NA,NA
410329340,INTERNATIONAL UNION OF OPERATING ENGINEERS LOCAL 49,NA,2012,NA,N,NA,NA,NA,NA,NA
410414040,The Minikahda Club,NA,2008,NA,N,NA,NA,NA,NA,NA
410414040,The Minikahda Club,NA,2009,NA,N,NA,NA,NA,NA,NA
410414040,THE MINIKAHDA CLUB,NA,2010,NA,N,NA,NA,NA,NA,NA
410414040,THE MINIKAHDA CLUB,NA,2011,NA,N,NA,NA,NA,NA,NA
410414040,THE MINIKAHDA CLUB,NA,2012,NA,N,NA,NA,NA,NA,NA
410414540,Minneapolis Club Inc,NA,2012,NA,N,NA,NA,NA,NA,NA
410414540,MINNEAPOLIS CLUB INC,NA,2008,NA,N,NA,NA,NA,NA,NA
410414540,MINNEAPOLIS CLUB INC,NA,2009,NA,N,NA,NA,NA,NA,NA
410414540,MINNEAPOLIS CLUB INC,NA,2010,NA,N,NA,NA,NA,NA,NA
410414540,MINNEAPOLIS CLUB INC,NA,2011,NA,N,NA,NA,NA,NA,NA
410415409,MINNEAPOLIS POLICE RELIEF ASSOCIATION,NA,2008,NA,N,NA,NA,NA,NA,NA
410415409,MINNEAPOLIS POLICE RELIEF ASSOCIATION,NA,2009,NA,N,NA,NA,NA,NA,NA
410415409,MINNEAPOLIS POLICE RELIEF ASSOCIATION,NA,2010,NA,N,NA,NA,NA,NA,NA
410417040,MINNESOTA WORKERS COMPENSATION INSURERS ASSN INC,NA,2008,NA,N,NA,NA,NA,NA,NA
410417040,MINNESOTA WORKERS COMPENSATION INSURERS ASSN INC,NA,2009,NA,N,NA,NA,NA,NA,NA
410417040,MINNESOTA WORKERS COMPENSATION INSURERS ASSN INC,NA,2010,NA,N,NA,NA,NA,NA,NA
410417040,MINNESOTA WORKERS COMPENSATION INSURERS ASSOCIATION INC,NA,2012,NA,N,NA,NA,NA,NA,NA
410417040,MINNESOTA WORKERS' COMPENSATION INSURERS ASSOCIATION INC,NA,2011,NA,N,NA,NA,NA,NA,NA
410453357,Oak Ridge Country Club,NA,2008,NA,N,NA,NA,NA,NA,NA
410453357,Oak Ridge Country Club,NA,2009,NA,N,NA,NA,NA,NA,NA
410453357,OAK RIDGE COUNTRY CLUB,NA,2010,NA,N,NA,NA,NA,NA,NA
410453357,OAK RIDGE COUNTRY CLUB,NA,2011,NA,N,NA,NA,NA,NA,NA
410453357,OAK RIDGE COUNTRY CLUB,NA,2012,NA,N,NA,NA,NA,NA,NA
410519294,ST PAUL AREA ASSN OF REALTORS INC,NA,2011,NA,N,NA,NA,NA,NA,NA
410519294,ST PAUL AREA ASSOCIATION OF REALTORS INC,NA,2012,NA,N,NA,NA,NA,NA,NA
410519294,ST PAUL AREA BOARD OF REALTORS INC,NA,2008,NA,N,NA,NA,NA,NA,NA
410519294,ST PAUL AREA BOARD OF REALTORS INC,NA,2009,NA,N,NA,NA,NA,NA,NA
410519294,ST PAUL AREA BOARD OF REALTORS INC,NA,2010,NA,N,NA,NA,NA,NA,NA
410547795,SONS OF NORWAY,NA,2008,NA,N,108,NA,NA,NA,NA
410547795,SONS OF NORWAY,NA,2009,NA,N,108,NA,NA,NA,NA
410547795,SONS OF NORWAY,NA,2010,NA,N,108,NA,NA,NA,NA
410547795,SONS OF NORWAY,NA,2011,NA,N,108,NA,NA,NA,NA
410547795,SONS OF NORWAY,NA,2012,NA,N,108,NA,NA,NA,NA
410548645,AMERICAN FRATERNAL UNION,NA,2008,NA,N,NA,NA,NA,NA,NA
410548645,AMERICAN FRATERNAL UNION,NA,2009,NA,N,NA,NA,NA,NA,NA
410548645,AMERICAN FRATERNAL UNION,NA,2010,NA,N,NA,NA,NA,NA,NA
410588275,UA PIPEFITTERS LOCAL UNION NO 455,NA,2012,NA,N,NA,NA,NA,NA,NA
410610000,White Bear Yacht Club,NA,2009,NA,N,NA,NA,NA,NA,NA
410610000,WHITE BEAR YACHT CLUB,NA,2008,NA,N,NA,NA,NA,NA,NA
410610000,WHITE BEAR YACHT CLUB,NA,2010,NA,N,NA,NA,NA,NA,NA
410610000,WHITE BEAR YACHT CLUB,NA,2011,NA,N,NA,NA,NA,NA,NA
410610000,WHITE BEAR YACHT CLUB,NA,2012,NA,N,NA,NA,NA,NA,NA
410619490,Woodhill Country Club,NA,2008,NA,N,NA,NA,NA,NA,NA
410619490,Woodhill Country Club,NA,2009,NA,N,NA,NA,NA,NA,NA
410619490,WOODHILL COUNTRY CLUB,NA,2010,NA,N,NA,NA,NA,NA,NA
410619490,WOODHILL COUNTRY CLUB,NA,2011,NA,N,NA,NA,NA,NA,NA
